text,rating,label,text_clean,text_final
"semuanya serba bagus hanya saja kolam berenang untuk anak2 kurang lengkap aja.
harusnya di beri sedikit variasi kayak perosotan kecil, kalau yg lainnya udah mantap apalagi breakfastnya enak2 dan banyak pilihan.",4,Positif,semuanya serba bagus hanya saja kolam berenang untuk anak kurang lengkap aja harusnya di beri sedikit variasi kayak perosotan kecil kalau yg lainnya udah mantap apalagi breakfastnya enak dan banyak pilihan,semuanya serba bagus saja kolam berenang anak kurang lengkap aja harusnya beri sedikit variasi kayak perosotan kecil kalau yg lainnya udah mantap breakfastnya enak banyak pilihan
Jangan lupa mengagendakan waktu libur yang cukup untuk menikmati kenyamanan dan kesenangan menginap dan berlibur di Mercure Tateli. Untuk kegiatan bersama seperti pelatihan Mercure menjadi lokasi tujuan yang tepat.,4,Positif,jangan lupa mengagendakan waktu libur yang cukup untuk menikmati kenyamanan dan kesenangan menginap dan berlibur di mercure tateli untuk kegiatan bersama seperti pelatihan mercure menjadi lokasi tujuan yang tepat,jangan lupa mengagendakan waktu libur cukup menikmati kenyamanan kesenangan menginap berlibur mercure tateli kegiatan bersama pelatihan mercure menjadi lokasi tujuan tepat
"Tempat yang mempunyai pemandangan yg sangat indah namun jalan menuju hotel berlubang, kamar2 pun kelihatan sudah tua tapi overall ok waktu saya kesini posisi kamar hampir penuh membuktikan banyaknya peminat untuk hotel ini.

Restoran untuk sarapan sempit sehingga banyaknorang yg menunggu untuk duduk menikmati makanannya
Masakan juga biasa saja",5,Positif,tempat yang mempunyai pemandangan yg sangat indah namun jalan menuju hotel berlubang kamar pun kelihatan sudah tua tapi overall ok waktu saya kesini posisi kamar hampir penuh membuktikan banyaknya peminat untuk hotel ini restoran untuk sarapan sempit sehingga banyaknorang yg menunggu untuk duduk menikmati makanannya masakan juga biasa saja,tempat mempunyai pemandangan yg sangat indah jalan menuju hotel berlubang kamar kelihatan tua overall waktu kesini posisi kamar hampir penuh membuktikan banyaknya peminat hotel restoran sarapan sempit banyaknorang yg menunggu duduk menikmati makanannya masakan biasa
"resepsionis yang sangat ramah, kamar yang luas, dilengkapi kursi sofa untuk bersantai menerima tamu atau untuk menonton LED TV dengan ukuran  24 inch, ada meja kursi untuk bekerja, terdapat kulkas mini dan ceret listrik. kamar mandi yang luas dg dua pilihan shower dan bathtub, dilengkapi alat timbang badan dlm kamar mandi, masalah kebersihan, sangat2 bersih, disetiap kamar terdapat pula teras atau balkon yg dilengkapi dg meja kurdi untuk bersantai ria diteras kamar, pokoknya siiiplah.",5,Positif,resepsionis yang sangat ramah kamar yang luas dilengkapi kursi sofa untuk bersantai menerima tamu atau untuk menonton led tv dengan ukuran inch ada meja kursi untuk bekerja terdapat kulkas mini dan ceret listrik kamar mandi yang luas dg dua pilihan shower dan bathtub dilengkapi alat timbang badan dlm kamar mandi masalah kebersihan sangat bersih disetiap kamar terdapat pula teras atau balkon yg dilengkapi dg meja kurdi untuk bersantai ria diteras kamar pokoknya siiiplah,resepsionis sangat ramah kamar luas dilengkapi kursi sofa bersantai menerima tamu menonton led tv ukuran inch meja kursi bekerja terdapat kulkas mini ceret listrik kamar mandi luas dg pilihan shower bathtub dilengkapi alat timbang badan dlm kamar mandi masalah kebersihan sangat bersih disetiap kamar terdapat teras balkon yg dilengkapi dg meja kurdi untuk bersantai ria diteras kamar pokoknya siiiplah
"Resort yang bagus sekali, bagi yang suka diving hotel ini sangat bagus di perhitungkan.
Café nya nyaman, hanya saja kecepatan pelayanan dapat di tingkatkan
Saya, sebagai silver accor member mendapat facilitas prestige seperti check in di meja khusus boleh menunggu taksi di ruang tunggu khusus & up grade kamar yang menghadap ke pantai & proses check out di hotel ini juga cepat
Saran saya, untuk lebih improve lagi pada pelayanan di restaurant cepat & memberikan sajian yang tepat seperti yang saya pesan",5,Positif,resort yang bagus sekali bagi yang suka diving hotel ini sangat bagus di perhitungkan caf nya nyaman hanya saja kecepatan pelayanan dapat di tingkatkan saya sebagai silver accor member mendapat facilitas prestige seperti check in di meja khusus boleh menunggu taksi di ruang tunggu khusus up grade kamar yang menghadap ke pantai proses check out di hotel ini juga cepat saran saya untuk lebih improve lagi pada pelayanan di restaurant cepat memberikan sajian yang tepat seperti yang saya pesan,resort bagus sekali suka diving hotel sangat bagus perhitungkan caf nya nyaman saja kecepatan pelayanan tingkatkan sebagai silver accor member mendapat facilitas prestige check in meja khusus menunggu taksi ruang tunggu khusus up grade kamar menghadap pantai proses check out hotel juga cepat saran untuk lebih improve pada pelayanan di restaurant cepat memberikan sajian yang tepat yang pesan
Sya mengambil bbrpa kmar di hotel mercure manado.betapa senangnya kami ketika di informasikan kamar kami di Upgrade ke suite room dan FREE.dan lbih mnyenangkan lagi ketika kami masuk k kmar.melihat kmar tidur kami dengan pemandangan yg sangat indah .sya dan keluarga sangat mnikmati liburan kami dsana dengan staff yg ramah.,5,Positif,sya mengambil bbrpa kmar di hotel mercure manadobetapa senangnya kami ketika di informasikan kamar kami di upgrade ke suite room dan freedan lbih mnyenangkan lagi ketika kami masuk k kmarmelihat kmar tidur kami dengan pemandangan yg sangat indah sya dan keluarga sangat mnikmati liburan kami dsana dengan staff yg ramah,sya mengambil bbrpa kmar hotel mercure manadobetapa senangnya ketika informasikan kamar di upgrade suite room freedan lbih mnyenangkan ketika masuk k kmarmelihat kmar tidur pemandangan yg sangat indah sya keluarga sangat mnikmati liburan dsana dengan staff yg ramah
Liburan bersama keluarga terasa sangat menyenangkan di resort yang dekat dengan pusat kota ini. Kolam renangnya indah dan pantai pasir putih yg cantik. Makanannya enak dan disajikan secara profesional. Staf dan karyawannya ramah dan responsif.,4,Positif,liburan bersama keluarga terasa sangat menyenangkan di resort yang dekat dengan pusat kota ini kolam renangnya indah dan pantai pasir putih yg cantik makanannya enak dan disajikan secara profesional staf dan karyawannya ramah dan responsif,liburan bersama keluarga terasa sangat menyenangkan resort dekat pusat kota kolam renangnya indah pantai pasir putih yg cantik makanannya enak disajikan profesional staf karyawannya ramah responsif
"Jika Anda perlu tempat yang tempat di Manado. Ini olace bisa menjadi salah satu pilihan Anda. Terletak di pinggiran kota, Anda dapat menikmati keindahan matahari terbenam di Teluk Manado. 
Tempat yang ideal untuk pesta pernikahan terbuka :)",5,Positif,jika anda perlu tempat yang tempat di manado ini olace bisa menjadi salah satu pilihan anda terletak di pinggiran kota anda dapat menikmati keindahan matahari terbenam di teluk manado tempat yang ideal untuk pesta pernikahan terbuka,perlu tempat tempat manado olace menjadi salah satu pilihan terletak pinggiran kota anda dapat menikmati keindahan matahari terbenam teluk manado tempat ideal pesta pernikahan terbuka
Sebaiknya halaman parkir lebih di perluas lagi terlebih bagi pengunjung yang kamarnya jauh dari halaman parkir/lobbi hotel karena kamar hotel memanjang ke belakang ke arah pantai jadi jika parkir jauh dari lobbi maka semakin jauh pula pengunjung sampai ke kamarnya,4,Positif,sebaiknya halaman parkir lebih di perluas lagi terlebih bagi pengunjung yang kamarnya jauh dari halaman parkirlobbi hotel karena kamar hotel memanjang ke belakang ke arah pantai jadi jika parkir jauh dari lobbi maka semakin jauh pula pengunjung sampai ke kamarnya,sebaiknya halaman parkir lebih perluas terlebih pengunjung kamarnya jauh halaman parkirlobbi hotel kamar hotel memanjang belakang arah pantai jadi parkir jauh lobbi semakin jauh pengunjung ke kamarnya
"Kami memiliki pengalaman yang baik selama tinggal. Menikmati pemandangan laut. menikmati saat matahari terbenam dan matahari terbit. Nikmati berenang di kolam renang. 

Staf hotel menyediakan layanan yang sangat baik, sangat membantu dengan keramahan yang besar",5,Positif,kami memiliki pengalaman yang baik selama tinggal menikmati pemandangan laut menikmati saat matahari terbenam dan matahari terbit nikmati berenang di kolam renang staf hotel menyediakan layanan yang sangat baik sangat membantu dengan keramahan yang besar,memiliki pengalaman baik selama tinggal menikmati pemandangan laut menikmati matahari terbenam matahari terbit nikmati berenang kolam renang staf hotel menyediakan layanan sangat baik sangat membantu keramahan besar
Sangat sempurna tempat yg saya dapatkan....terimakasih karena saya puas bisa menempati junior suite room ( free upgrade) karena full room unk deluxe waktu itu...ruangan besar bersih dan pemandangan yg sempurna...staff sangat ramah makanan dan jus buah pun fresh.. memang agak jauh dr kota tapi sangat terobati dg view yg perfect,5,Positif,sangat sempurna tempat yg saya dapatkanterimakasih karena saya puas bisa menempati junior suite room free upgrade karena full room unk deluxe waktu ituruangan besar bersih dan pemandangan yg sempurnastaff sangat ramah makanan dan jus buah pun fresh memang agak jauh dr kota tapi sangat terobati dg view yg perfect,sangat sempurna tempat yg dapatkanterimakasih saya puas menempati junior suite room free upgrade full room unk deluxe waktu ituruangan besar bersih pemandangan yg sempurnastaff sangat ramah makanan jus buah fresh memang jauh dr kota sangat terobati dg view yg perfect
"Sambutan awal baik, walau check in baru 1 room ready, pesanan lambat, tidak ada kesan pemegang accor platinum, sarapan serasa dicurigai melebihi quota kamar, kami 12 org, 4 anak 8 dewasa 4 room,check out tepat waktu kamar automatis terkunci. Untuk pertama kali merasa terusir dari hotel, benar benar tidak ada fungsi  untuk accor plus platinum member, (biasanya  saya ditawarin late check out bahkan untuk accor group di luar negri).",3,Negatif,sambutan awal baik walau check in baru room ready pesanan lambat tidak ada kesan pemegang accor platinum sarapan serasa dicurigai melebihi quota kamar kami org anak dewasa roomcheck out tepat waktu kamar automatis terkunci untuk pertama kali merasa terusir dari hotel benar benar tidak ada fungsi untuk accor plus platinum member biasanya saya ditawarin late check out bahkan untuk accor group di luar negri,sambutan awal baik check in baru room ready pesanan lambat ada kesan pemegang accor platinum sarapan serasa dicurigai melebihi quota kamar org anak dewasa roomcheck out tepat waktu kamar automatis terkunci pertama kali merasa terusir hotel benar benar ada fungsi accor plus platinum member biasanya ditawarin late check out bahkan accor group luar negri
Hotel memberi kami kamar superior (Junior Suite) karena ada tidak banyak tempat pemukiman. Semua karyawan sangat ramah dan simpathetic. Ruangan yang fantastis. Kolam renangnya bagus. Perlu taksi untuk pergi ke kota.,5,Positif,hotel memberi kami kamar superior junior suite karena ada tidak banyak tempat pemukiman semua karyawan sangat ramah dan simpathetic ruangan yang fantastis kolam renangnya bagus perlu taksi untuk pergi ke kota,hotel memberi kamar superior junior suite ada banyak tempat pemukiman semua karyawan sangat ramah simpathetic ruangan fantastis kolam renangnya bagus perlu taksi pergi kota
"OK, cukup besar dan impersonal, khas Accor hotel. Saya memesan hotel ini untuk satu malam transit di Manado. Hotel ini cukup jauh dari bandara dan saya tidak yakin bahwa saya akan memesan lagi. 

Secara keseluruhan saya merasa dingin dan kamar kami memiliki masalah pemeliharaan: 
 - bau rokok 
 - aC kondensasi menetes air dari lampu (! ) di atas wastafel. 

Sarapan prasmanan biasa-biasa saja.",3,Negatif,ok cukup besar dan impersonal khas accor hotel saya memesan hotel ini untuk satu malam transit di manado hotel ini cukup jauh dari bandara dan saya tidak yakin bahwa saya akan memesan lagi secara keseluruhan saya merasa dingin dan kamar kami memiliki masalah pemeliharaan bau rokok ac kondensasi menetes air dari lampu di atas wastafel sarapan prasmanan biasabiasa saja,cukup besar impersonal khas accor hotel memesan hotel untuk satu malam transit manado hotel cukup jauh bandara yakin saya memesan secara keseluruhan saya merasa dingin kamar memiliki masalah pemeliharaan bau rokok ac kondensasi menetes air lampu atas wastafel sarapan prasmanan biasabiasa
"Hotel yang sangat nyaman dengan pemandangan yang indah, pelayanan sangat baik dan responsive, sarapan yang baik dengan kualitas yang baik khususnya buah ""nanas"" soooo sweeet, kecil tapi manis sekali...

Thankfully juga buat Ibu Prilly atas perhatian yang tulus melayani kami saat checkout, telah membantu urus koper kami yang berat... dia lupa kalau dia wanita hehehe.... 

Hanya taxi yang susah kali yaaa, buat improvemen hotelnya",4,Positif,hotel yang sangat nyaman dengan pemandangan yang indah pelayanan sangat baik dan responsive sarapan yang baik dengan kualitas yang baik khususnya buah nanas soooo sweeet kecil tapi manis sekali thankfully juga buat ibu prilly atas perhatian yang tulus melayani kami saat checkout telah membantu urus koper kami yang berat dia lupa kalau dia wanita hehehe hanya taxi yang susah kali yaaa buat improvemen hotelnya,hotel sangat nyaman pemandangan indah pelayanan sangat baik responsive sarapan baik kualitas baik khususnya buah nanas soooo sweeet kecil manis sekali thankfully buat ibu prilly atas perhatian tulus melayani saat checkout membantu urus koper berat lupa kalau wanita hehehe taxi yang susah kali yaaa buat improvemen hotelnya
Kami tinggal di sini selama 12 malam. Kami memiliki sebuah kamar bagus dengan melihat pemandangan. Resor ini sangat tenang pada saat ini tahun. Staf adalah sangat ramah dan selalu siap untuk melayani Anda. Kami di mana ada pada ulang tahun saya dengan permintaan kami khusus makan malam.,5,Positif,kami tinggal di sini selama malam kami memiliki sebuah kamar bagus dengan melihat pemandangan resor ini sangat tenang pada saat ini tahun staf adalah sangat ramah dan selalu siap untuk melayani anda kami di mana ada pada ulang tahun saya dengan permintaan kami khusus makan malam,tinggal sini selama malam memiliki sebuah kamar bagus melihat pemandangan resor sangat tenang saat tahun staf sangat ramah selalu siap melayani mana pada ulang tahun dengan permintaan kami khusus makan malam
"Tempat yang bagus untuk liburan dengan keluarga pleisure. Walaupun kamarnya terlihat tua tapi pemandangan luar sangat menarik; makanan yang baik dengan menyenangkan kolam renang dan laut. Untuk pengunjung tolong minta ""smooking Room"" atau ""tidak ada kamar smooking"" karena tidak semua orang seperti itu bau di kamar ditutup.",4,Positif,tempat yang bagus untuk liburan dengan keluarga pleisure walaupun kamarnya terlihat tua tapi pemandangan luar sangat menarik makanan yang baik dengan menyenangkan kolam renang dan laut untuk pengunjung tolong minta smooking room atau tidak ada kamar smooking karena tidak semua orang seperti itu bau di kamar ditutup,tempat bagus liburan keluarga pleisure walaupun kamarnya terlihat tua pemandangan luar sangat menarik makanan baik menyenangkan kolam renang laut pengunjung minta smooking room tidak kamar smooking tidak semua orang itu bau kamar ditutup
"Kami menghabiskan beberapa hari di Mercure Hotel untuk keluarga berlibur. Dari selamat datang ke - sangat baik dalam segala hal. 

Hotel ini langkah demi langkah pembenahan semua kamar dan kami beruntung untuk menjadi upgrade tipe kamar baru dengan pemandangan laut yang sangat nyaman dan nyaman. 

Hotel taman, kolam renang dan pemandangan laut dan pegunungan untuk membantu mendapatkan keuntungan untuk tinggal yang sempurna. 

GM dan staf hotel yang sangat membantu dan terlatih. 

Pasti tempat untuk tinggal jika Anda pergi ke Manado dengan keluarga, pasangan atau teman. 

Harga bersaing untuk apa hotel ini menawarkan dan ini termasuk sarapan prasmanan yang bagus.",5,Positif,kami menghabiskan beberapa hari di mercure hotel untuk keluarga berlibur dari selamat datang ke sangat baik dalam segala hal hotel ini langkah demi langkah pembenahan semua kamar dan kami beruntung untuk menjadi upgrade tipe kamar baru dengan pemandangan laut yang sangat nyaman dan nyaman hotel taman kolam renang dan pemandangan laut dan pegunungan untuk membantu mendapatkan keuntungan untuk tinggal yang sempurna gm dan staf hotel yang sangat membantu dan terlatih pasti tempat untuk tinggal jika anda pergi ke manado dengan keluarga pasangan atau teman harga bersaing untuk apa hotel ini menawarkan dan ini termasuk sarapan prasmanan yang bagus,menghabiskan beberapa hari mercure hotel keluarga berlibur selamat datang sangat baik segala hotel langkah langkah pembenahan semua kamar kami beruntung menjadi upgrade tipe kamar baru pemandangan laut sangat nyaman nyaman hotel taman kolam renang pemandangan laut pegunungan membantu mendapatkan keuntungan tinggal sempurna gm staf hotel sangat membantu terlatih tempat tinggal anda pergi manado keluarga pasangan teman harga bersaing apa hotel menawarkan ini termasuk sarapan prasmanan bagus
"Enak untuk liburan keluarga, teman, ataupun pasangan, ada kolam renangnya yg selalu d beraihkan setiap pagi, ac kamar masih dingin, pemandaingan dari kamar suit bagus sekali, karyawan-karyawan sangan ramah... pokonya top banget.",5,Positif,enak untuk liburan keluarga teman ataupun pasangan ada kolam renangnya yg selalu d beraihkan setiap pagi ac kamar masih dingin pemandaingan dari kamar suit bagus sekali karyawankaryawan sangan ramah pokonya top banget,enak liburan keluarga teman ataupun pasangan kolam renangnya yg selalu d beraihkan pagi ac kamar dingin pemandaingan kamar suit bagus sekali karyawankaryawan sangan ramah pokonya top banget
"Kolam Renang Yang Indah 
Pemandangan ke pulau Manado Tua, Pulau Bunaken yang luar biasa. 
Kamarnya bagus. para staf yang ramah. 
Sarapan yang baik. Kami pergi ke pulau Bunaken dan pusat menyelam yang terkait dengan hotel (Kevin) adalah baik dan harga yang kompetitif. 
Secara keseluruhan ini adalah hotel yang bagus!",5,Positif,kolam renang yang indah pemandangan ke pulau manado tua pulau bunaken yang luar biasa kamarnya bagus para staf yang ramah sarapan yang baik kami pergi ke pulau bunaken dan pusat menyelam yang terkait dengan hotel kevin adalah baik dan harga yang kompetitif secara keseluruhan ini adalah hotel yang bagus,kolam renang indah pemandangan pulau manado tua pulau bunaken luar biasa kamarnya bagus staf ramah sarapan baik pergi pulau bunaken pusat menyelam terkait hotel kevin baik harga kompetitif keseluruhan adalah hotel bagus
"Resor ini adalah benar-benar menakjubkan! Hotel ini terletak di luar dari Manado sekitar 30 menit berkendara dari pusat kota Manado. Keluar dari kota makan waktu lebih lama terutama pada jam sibuk tapi setelah keluar dari pusat kota lalu lintas resor sebenarnya adalah sebuah perjalanan singkat. Depan pantai dan dikelilingi oleh pohon-pohon kelapa dan perkebunan yang menakjubkan. Kolam renang adalah luar biasa terutama besar dengan bagian anak-anak. 

Meja depan dan staf makanan dan minuman yang sangat ramah dan ramah. Dalam penjualan Vabby memastikan bahwa kami adalah diurus dengan baik dan ia terguling di karpet merah untuk kami. Kami memesan dua kamar dan tidak cukup puas dengan awal kamar yang diberikan untuk kami tidak hotel kesalahan kami ditempatkan di sisi permintaan terlalu terlambat. Vabby dapat bekerja dengan meja depan untuk mendapatkan kamar kami dekat satu sama lain, dia bahkan mempersiapkan piring buah untuk kami saat kami tiba Ia adalah benar-benar luar biasa. Sebuah permata dan aset untuk properti ini. 

Pemandangan matahari terbenam yang menakjubkan dan lagi pemandangan nyata! Hanya menarik kembali adalah layanan kamar dan teknik agak lambat dalam menanggapi masalah AC kami meminta handuk dan butuh waktu lebih lama dari yang kami harapkan tapi secara keseluruhan ini adalah resor yang sangat bagus dengan staf penuh perhatian dan indah!",4,Positif,resor ini adalah benarbenar menakjubkan hotel ini terletak di luar dari manado sekitar menit berkendara dari pusat kota manado keluar dari kota makan waktu lebih lama terutama pada jam sibuk tapi setelah keluar dari pusat kota lalu lintas resor sebenarnya adalah sebuah perjalanan singkat depan pantai dan dikelilingi oleh pohonpohon kelapa dan perkebunan yang menakjubkan kolam renang adalah luar biasa terutama besar dengan bagian anakanak meja depan dan staf makanan dan minuman yang sangat ramah dan ramah dalam penjualan vabby memastikan bahwa kami adalah diurus dengan baik dan ia terguling di karpet merah untuk kami kami memesan dua kamar dan tidak cukup puas dengan awal kamar yang diberikan untuk kami tidak hotel kesalahan kami ditempatkan di sisi permintaan terlalu terlambat vabby dapat bekerja dengan meja depan untuk mendapatkan kamar kami dekat satu sama lain dia bahkan mempersiapkan piring buah untuk kami saat kami tiba ia adalah benarbenar luar biasa sebuah permata dan aset untuk properti ini pemandangan matahari terbenam yang menakjubkan dan lagi pemandangan nyata hanya menarik kembali adalah layanan kamar dan teknik agak lambat dalam menanggapi masalah ac kami meminta handuk dan butuh waktu lebih lama dari yang kami harapkan tapi secara keseluruhan ini adalah resor yang sangat bagus dengan staf penuh perhatian dan indah,resor benarbenar menakjubkan hotel terletak luar manado menit berkendara pusat kota manado keluar kota makan waktu lebih lama terutama jam sibuk setelah keluar pusat kota lalu lintas resor sebenarnya sebuah perjalanan singkat depan pantai dikelilingi pohonpohon kelapa perkebunan menakjubkan kolam renang luar biasa terutama besar bagian anakanak meja depan staf makanan minuman sangat ramah ramah penjualan vabby memastikan adalah diurus baik terguling karpet merah memesan kamar cukup puas awal kamar diberikan tidak hotel kesalahan ditempatkan sisi permintaan terlalu terlambat vabby bekerja meja depan mendapatkan kamar kami dekat satu sama dia bahkan mempersiapkan piring buah kami kami tiba ia adalah benarbenar luar biasa sebuah permata aset properti pemandangan matahari terbenam menakjubkan lagi pemandangan nyata menarik adalah layanan kamar teknik lambat menanggapi masalah ac kami meminta handuk butuh waktu lebih lama kami harapkan secara keseluruhan adalah resor yang sangat bagus staf penuh perhatian indah
"Tinggal di hotel ini ketika itu adalah di bawah manajemen yang berbeda dengan beberapa tahun yang lalu. Saya harus mengatakan bahwa di bawah nama merek Mercure yang benar-benar berbeda. Staf sangat ramah dan membantu dan suasana di Hotel sangat baik. luar Biasa! 

Ide saya liburan adalah untuk bersantai dan bahwa adalah apa yang keluarga saya tidak ditambah beberapa menyelam dengan didukung oleh Ecodivers yang sangat nyaman berada di hotel alasan itu sendiri. 

jadi jika Anda merencanakan liburan menyelam ini akan menjadi hotel yang ideal. 

Makanan keluarga saya makan semua makanan di hotel dan satu-satunya keluhan saya adalah bahwa ada tidak ada daging babi asap untuk sarapan pagi.",4,Positif,tinggal di hotel ini ketika itu adalah di bawah manajemen yang berbeda dengan beberapa tahun yang lalu saya harus mengatakan bahwa di bawah nama merek mercure yang benarbenar berbeda staf sangat ramah dan membantu dan suasana di hotel sangat baik luar biasa ide saya liburan adalah untuk bersantai dan bahwa adalah apa yang keluarga saya tidak ditambah beberapa menyelam dengan didukung oleh ecodivers yang sangat nyaman berada di hotel alasan itu sendiri jadi jika anda merencanakan liburan menyelam ini akan menjadi hotel yang ideal makanan keluarga saya makan semua makanan di hotel dan satusatunya keluhan saya adalah bahwa ada tidak ada daging babi asap untuk sarapan pagi,tinggal hotel ketika bawah manajemen berbeda beberapa tahun lalu harus mengatakan bawah nama merek mercure benarbenar berbeda staf sangat ramah membantu suasana hotel sangat baik luar biasa ide liburan bersantai adalah apa keluarga ditambah beberapa menyelam didukung ecodivers sangat nyaman berada hotel alasan sendiri jadi anda merencanakan liburan menyelam akan menjadi hotel ideal makanan keluarga makan semua makanan di hotel satusatunya keluhan adalah bahwa ada tidak ada daging babi asap untuk sarapan pagi
"kamar baik dan besar, sangat bersih, sangat bagus dengan akses langsung ke pantai. Kolam renang baik dan keamanan. Staf sangat baik. Kamar mandi luar biasa. Sarapan sangat lezat dengan banyak berbagai jenis makanan mulai dari western hingga makanan tradisional.",5,Positif,kamar baik dan besar sangat bersih sangat bagus dengan akses langsung ke pantai kolam renang baik dan keamanan staf sangat baik kamar mandi luar biasa sarapan sangat lezat dengan banyak berbagai jenis makanan mulai dari western hingga makanan tradisional,kamar baik besar sangat bersih sangat bagus akses langsung pantai kolam renang baik keamanan staf sangat baik kamar mandi luar biasa sarapan sangat lezat banyak berbagai jenis makanan mulai western hingga makanan tradisional
"Tinggal di sini hanya untuk satu malam, kami tidak meminta lantai tertinggi yang kami meminta ketika kami memesan secara online. Kamar yang besar, di atas harapan kami, kamar mandi adalah luar biasa, tidak ada bak mandi di tempat ini. Tapi hal yang saya, hotel ini harus mengatur dengan baik saluran pembuangan, karena kami bisa mendengar kamar mandi kami sendiri, dan wastafel adalah bocor. Kami memesan makanan di restoran, tapi saya pikir itu benar-benar buruk, Cokelat panas yang buruk, seperti makan malam di wontoon capcai, benar-benar di bawah harapan. Tapi saya suka hotel ini, hotel ini memiliki akses langsung ke laut, Anda dapat melihat Manado Tua, dan dapat langsung pergi ke pulau lain dengan kapal.",4,Positif,tinggal di sini hanya untuk satu malam kami tidak meminta lantai tertinggi yang kami meminta ketika kami memesan secara online kamar yang besar di atas harapan kami kamar mandi adalah luar biasa tidak ada bak mandi di tempat ini tapi hal yang saya hotel ini harus mengatur dengan baik saluran pembuangan karena kami bisa mendengar kamar mandi kami sendiri dan wastafel adalah bocor kami memesan makanan di restoran tapi saya pikir itu benarbenar buruk cokelat panas yang buruk seperti makan malam di wontoon capcai benarbenar di bawah harapan tapi saya suka hotel ini hotel ini memiliki akses langsung ke laut anda dapat melihat manado tua dan dapat langsung pergi ke pulau lain dengan kapal,tinggal sini untuk satu malam meminta lantai tertinggi meminta memesan online kamar besar atas harapan kamar mandi luar biasa tidak ada bak mandi tempat hotel harus mengatur baik saluran pembuangan kami mendengar kamar mandi kami sendiri wastafel bocor kami memesan makanan restoran saya pikir benarbenar buruk cokelat panas yang buruk makan malam wontoon capcai benarbenar bawah harapan tapi saya suka hotel hotel memiliki akses langsung laut dapat melihat manado tua dapat langsung pergi pulau dengan kapal
"Tinggal selama beberapa hari. Hotel ini terletak di pantai dan dikelilingi oleh vegetasi subur. Staf sangat ramah dan akan bekerja ekstra untuk membantu Anda. Ruang Pertemuan yang luar biasa. Kamar luas, namun demikian, mereka perlu beberapa perbaikan dan/atau perbaikan: bising AC, sehingga air di toilet lantai toilet dan mereka terlihat tua. Karena hotel ini pada kapasitas penuh, makanan tampak sedikit untuk semua, dan tidak ada yang luar biasa. Anggur adalah sangat mahal. Saya kesulitan untuk berinteraksi dengan beberapa staf (Driver, staf Pusat Menyelam) karena bahasa. Semua dalam semua, itu bisa menjadi pengalaman yang luar biasa.",3,Negatif,tinggal selama beberapa hari hotel ini terletak di pantai dan dikelilingi oleh vegetasi subur staf sangat ramah dan akan bekerja ekstra untuk membantu anda ruang pertemuan yang luar biasa kamar luas namun demikian mereka perlu beberapa perbaikan danatau perbaikan bising ac sehingga air di toilet lantai toilet dan mereka terlihat tua karena hotel ini pada kapasitas penuh makanan tampak sedikit untuk semua dan tidak ada yang luar biasa anggur adalah sangat mahal saya kesulitan untuk berinteraksi dengan beberapa staf driver staf pusat menyelam karena bahasa semua dalam semua itu bisa menjadi pengalaman yang luar biasa,tinggal selama beberapa hari hotel terletak pantai dikelilingi vegetasi subur staf sangat ramah akan bekerja ekstra membantu ruang pertemuan luar biasa kamar luas demikian perlu beberapa perbaikan danatau perbaikan bising ac air toilet lantai toilet mereka terlihat tua hotel pada kapasitas penuh makanan tampak sedikit semua tidak luar biasa anggur sangat mahal kesulitan berinteraksi beberapa staf driver staf pusat menyelam bahasa semua semua bisa menjadi pengalaman yang luar biasa
"Kamar hotel yang sangat bagus dengan akses langsung ke pantai, menikmati matahari terbit yang luar biasa. Kolam renang adalah terpelihara dengan baik. GM di tangan sambutan yang menyenangkan. 

Dari Jamu, bubur manado dan donat yang berada di sudut bagian terbaik dari menu sarapan. Satu-satunya saran untuk restoran untuk memeriksa kebersihan peralatan makan. 

Terima kasih juga untuk ""Joe"" yang dikelola untuk memberikan kamar menggunakan Voucher Upgrade Accor Advantage. Secara keseluruhan, ini pengalaman menginap yang berkesan dan pasti akan datang kembali!",5,Positif,kamar hotel yang sangat bagus dengan akses langsung ke pantai menikmati matahari terbit yang luar biasa kolam renang adalah terpelihara dengan baik gm di tangan sambutan yang menyenangkan dari jamu bubur manado dan donat yang berada di sudut bagian terbaik dari menu sarapan satusatunya saran untuk restoran untuk memeriksa kebersihan peralatan makan terima kasih juga untuk joe yang dikelola untuk memberikan kamar menggunakan voucher upgrade accor advantage secara keseluruhan ini pengalaman menginap yang berkesan dan pasti akan datang kembali,kamar hotel sangat bagus akses langsung pantai menikmati matahari terbit luar biasa kolam renang terpelihara baik gm tangan sambutan menyenangkan jamu bubur manado donat berada sudut bagian terbaik menu sarapan satusatunya saran restoran memeriksa kebersihan peralatan makan terima kasih joe dikelola untuk memberikan kamar menggunakan voucher upgrade accor advantage keseluruhan pengalaman menginap berkesan pasti datang
